"id";"name";"reg_number";"start_date";"email";"phone";"website";"address";"type";"city";"lat";"lng";"is_active";"datetime";"hashed";"country_id";"municipality_id";"user_id"
149;"Modena Tecnic Unipessoal Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 16:50:52.074568";"f2217062e9a397a1dca429e7d70bc6ca";1;1;1
150;"Hailala Unip.Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 16:51:14.080796";"7ef605fc8dba5425d6965fbd4c8fbe1f";1;1;1
151;"Philcoei International, Inc. In JV with Luis and Associates, Co";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 16:51:24.212794";"a8f15eda80c50adb0e71943adc8015cf";1;1;1
152;"Franam Lindo Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 16:51:52.510211";"37a749d808e46495a8da1e5352d03cae";1;1;1
153;"Perekiki, Unipessoal Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 16:52:02.135396";"b3e3e393c77e35a4a3f3cbd1e429b5dc";1;1;1
154;"Karakuta Unip Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 16:52:11.309970";"1d7f7abc18fcb43975065399b0d1e48e";1;1;1
155;"Sangus I Unipessoal Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 16:52:25.371701";"2a79ea27c279e471f4d180b08d62b00a";1;1;1
156;"Hidayat Unipessoal Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 16:52:39.158838";"1c9ac0159c94d8d0cbedc973445af2da";1;1;1
157;"Mendith  Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 16:52:58.172707";"6c4b761a28b734fe93831e3fb400ce87";1;1;1
158;"R.D Interior Junior Construction / Hebei Road and Bridge Group";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 16:53:07.464960";"06409663226af2f3114485aa4e0a23b4";1;1;1
159;"China Nuclear Industry 22ND Construction Co; LTD";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 16:57:59.550993";"140f6969d5213fd0ece03148e62e461e";1;1;1
160;"Sinotech Engineering Consultant";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 16:58:19.851757";"b73ce398c39f506af761d2277d853a92";1;1;1
161;"Egis International In";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:05:41.557242";"bd4c9ab730f5513206b999ec0d90d1fb";1;1;1
162;"Egis International Indonesia";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:06:30.922713";"82aa4b0af34c2313a562076992e50aa3";1;1;1
163;"Chik Tete Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:07:07.405048";"0777d5c17d4066b82ab86dff8a46af6f";1;1;1
164;"Reza";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:07:19.017155";"fa7cdfad1a5aaf8370ebeda47a1ff1c3";1;1;1
165;"Uatoos Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:07:27.287913";"9766527f2b5d3e95d4a733fcfb77bd7e";1;1;1
166;"Lalaisi, Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:07:37.102699";"7e7757b1e12abcb736ab9a754ffb617a";1;1;1
167;"Bieramor";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:07:57.929462";"5878a7ab84fb43402106c575658472fa";1;1;1
168;"Dhalelan,Unip.Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:08:06.790895";"006f52e9102a8d3be2fe5614f42ba989";1;1;1
169;"Ferajota";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:08:14.571234";"3636638817772e42b59d74cff571fbb3";1;1;1
170;"Mabesi,Unip.Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:08:33.009014";"149e9677a5989fd342ae44213df68868";1;1;1
171;"Soso Electrical Unip.Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:08:43.965672";"a4a042cf4fd6bfb47701cbc8a1653ada";1;1;1
172;"Consorcio Unidos Genero, Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:09:04.527785";"1ff8a7b5dc7a7d1f0ed65aaa29c04b1e";1;1;1
173;"Pereira, Unipessoal Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:09:12.132953";"f7e6c85504ce6e82442c770f7c8606f0";1;1;1
174;"Nautetu I, II Unipessoal Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:09:19.592699";"bf8229696f7a3bb4700cfddef19fa23f";1;1;1
175;"Helmi Construction Unipessoal Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:09:28.176875";"82161242827b703e6acf9c726942a1e4";1;1;1
176;"Nimia Unip Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:09:43.424501";"38af86134b65d0f10fe33d30dd76442e";1;1;1
177;"Nizixavane";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:09:51.309030";"96da2f590cd7246bbde0051047b0d6f7";1;1;1
178;"Fitun Diak Unip.Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:09:59.934914";"8f85517967795eeef66c225f7883bdcb";1;1;1
179;"Alandio Tahame";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:10:07.026641";"8f53295a73878494e9bc8dd6c3c7104f";1;1;1
180;"Fu Unip,Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:10:41.445486";"045117b0e0a11a242b9765e79cbf113f";1;1;1
181;"Jofi";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:10:47.912293";"fc221309746013ac554571fbd180e1c8";1;1;1
182;"Lifau Indah";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:10:54.162634";"4c5bde74a8f110656874902f07378009";1;1;1
183;"Betulala Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:11:02.494873";"cedebb6e872f539bef8c3f919874e9d7";1;1;1
184;"Britas Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:11:09.916465";"6cdd60ea0045eb7a6ec44c54d29ed402";1;1;1
185;"Busa.Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:11:16.833729";"eecca5b6365d9607ee5a9d336962c534";1;1;1
186;"Cartilo Unipessoal.Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:11:24.043670";"9872ed9fc22fc182d371c3e9ed316094";1;1;1
187;"Ceulaiju Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:11:30.945931";"31fefc0e570cb3860f2a6d4b38c6490d";1;1;1
188;"Dediva Electrical Unip, Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:11:36.915625";"9dcb88e0137649590b755372b040afad";1;1;1
189;"Derren Construction Unip.Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:11:43.862501";"a2557a7b2e94197ff767970b67041697";1;1;1
190;"Divita Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:11:50.581714";"cfecdb276f634854f3ef915e2e980c31";1;1;1
191;"Embi Electrik  Unip.Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:11:56.524796";"0aa1883c6411f7873cb83dacb17b0afc";1;1;1
192;"Eron Power, Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:12:03.580720";"58a2fc6ed39fd083f55d4182bf88826d";1;1;1
193;"Foho Rua Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:12:09.498381";"bd686fd640be98efaae0091fa301e613";1;1;1
194;"Funu Kolik Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:12:15.960556";"a597e50502f5ff68e3e25b9114205d4a";1;1;1
195;"Habere Unip.lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:12:22.587060";"0336dcbab05b9d5ad24f4333c7658a0e";1;1;1
196;"Hawa-Ali Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:12:31.877007";"084b6fbb10729ed4da8c3d3f5a3ae7c9";1;1;1
197;"Jmindo";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:12:38.066183";"85d8ce590ad8981ca2c8286f79f59954";1;1;1
198;"Joia Leste Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:12:44.008366";"0e65972dce68dad4d52d063967f0a705";1;1;1
199;"Jonel Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:12:50.870957";"84d9ee44e457ddef7f2c4f25dc8fa865";1;1;1
200;"Kakuit Jaya Unip Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:12:56.924088";"3644a684f98ea8fe223c713b77189a77";1;1;1
201;"Ladamutu  Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:13:03.286612";"757b505cfd34c64c85ca5b5690ee5293";1;1;1
202;"Lalenok Fronteira, unip.lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:13:10.882807";"854d6fae5ee42911677c739ee1734486";1;1;1
203;"Laxana Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:13:16.735882";"e2c0be24560d78c5e599c2a9c9d0bbd2";1;1;1
204;"Lecora Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:13:22.111205";"274ad4786c3abca69fa097b85867d9a4";1;1;1
205;"Lor Construction Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:13:30.374036";"eae27d77ca20db309e056e3d2dcd7d69";1;1;1
206;"Lotas Unip., Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:13:36.235734";"7eabe3a1649ffa2b3ff8c02ebfd5659f";1;1;1
207;"Lover Unip.Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:13:43.150075";"69adc1e107f7f7d035d7baf04342e1ca";1;1;1
208;"Mania Unip, Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:13:51.316348";"091d584fced301b442654dd8c23b3fc9";1;1;1
209;"Mantilo Unip., Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:13:57.347311";"b1d10e7bafa4421218a51b1e1f1b0ba2";1;1;1
210;"Marvermelho co.Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:14:03.150899";"6f3ef77ac0e3619e98159e9b6febf557";1;1;1
211;"Petaju Unip.Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:14:09.150653";"eb163727917cbba1eea208541a643e74";1;1;1
212;"RG Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:14:16.254749";"1534b76d325a8f591b52d302e7181331";1;1;1
213;"Ria Tu Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:14:21.990810";"979d472a84804b9f647bc185a877a8b5";1;1;1
214;"Savana Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:14:28.534926";"ca46c1b9512a7a8315fa3c5a946e8265";1;1;1
215;"Se-Mauhin Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:14:34.428779";"3b8a614226a953a8cd9526fca6fe9ba5";1;1;1
216;"Sonalevi Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:14:40.767332";"45fbc6d3e05ebd93369ce542e8f2322d";1;1;1
217;"Tasibala III Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:14:47.299921";"63dc7ed1010d3c3b8269faf0ba7491d4";1;1;1
218;"Terolau Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:14:55.097721";"e96ed478dab8595a7dbda4cbcbee168f";1;1;1
219;"Tuto Deni Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:15:00.973882";"c0e190d8267e36708f955d7ab048990d";1;1;1
220;"Vairoque Unip., Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:15:07.643014";"ec8ce6abb3e952a85b8551ba726a1227";1;1;1
221;"Develop Timor, Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:15:32.701191";"060ad92489947d410d897474079c1477";1;1;1
222;"Consorcio Wee Horis Fronteira Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:15:56.035001";"bcbe3365e6ac95ea2c0343a2395834dd";1;1;1
223;"Corcorcio Irloyvon, Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:16:05.292257";"115f89503138416a242f40fb7d7f338e";1;1;1
224;"Mejori, Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:16:11.491794";"13fe9d84310e77f13a6d184dbf1232f3";1;1;1
225;"Consorcio Naroman Covalima, Group Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:16:18.084895";"d1c38a09acc34845c6be3a127a5aacaf";1;1;1
226;"Consorcio Lorico Covalima";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:16:25.486534";"9cfdf10e8fc047a44b08ed031e1f0ed1";1;1;1
227;"Consorcio Zemo Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:16:31.787091";"705f2172834666788607efbfca35afb3";1;1;1
228;"Ruvic unip, lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:16:40.709778";"74db120f0a8e5646ef5a30154e9f6deb";1;1;1
229;"Uma Liurai unip, lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:16:46.236595";"57aeee35c98205091e18d1140e9f38cf";1;1;1
230;"Bihalutur Unip, lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:16:53.750103";"6da9003b743b65f4c0ccd295cc484e57";1;1;1
231;"Loke Matan unip, lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:16:59.000258";"9b04d152845ec0a378394003c96da594";1;1;1
232;"Caburela Unipessoal, Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:17:05.122567";"be83ab3ecd0db773eb2dc1b0a17836a1";1;1;1
233;"Maun Alin Suai Unip Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:17:12.312355";"e165421110ba03099a1c0393373c5b43";1;1;1
234;"Expres Distribution Services Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:17:19.606136";"289dff07669d7a23de0ef88d2f7129e7";1;1;1
235;"Holgapa Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:17:28.646484";"577ef1154f3240ad5b9b413aa7346a1e";1;1;1
236;"Consorcio Maumo Unip Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:17:35.694406";"01161aaa0b6d1345dd8fe4e481144d84";1;1;1
237;"Bobolait Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:17:48.042399";"539fd53b59e3bb12d203f45a912eeaf2";1;1;1
238;"Centeliziumen Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:17:53.916020";"ac1dd209cbcc5e5d1c6e28598e8cbbe8";1;1;1
239;"Clardel Interprice Unip Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:18:00.614786";"555d6702c950ecb729a966504af0a635";1;1;1
240;"Meteor Unip.Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:18:07.791110";"335f5352088d7d9bf74191e006d8e24c";1;1;1
241;"Suai Indah Unipessoal Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:18:14.860026";"f340f1b1f65b6df5b5e3f94d95b11daf";1;1;1
242;"SM Bark Technolgy Ltd";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:18:20.907871";"e4a6222cdb5b34375400904f03d8e6a5";1;1;1
243;"FANEKI UNIPESSOAL, LDA";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:18:27.522040";"cb70ab375662576bd1ac5aaf16b3fca4";1;1;1
244;"Sahan I Unip.Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:18:34.872821";"9188905e74c28e489b44e954ec0b9bca";1;1;1
245;"Monte Sul Unip.Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:18:40.853496";"0266e33d3f546cb5436a10798e657d97";1;1;1
246;"Tahu Cons. Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:18:52.719289";"38db3aed920cf82ab059bfccbd02be6a";1;1;1
247;"Aplayana unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:19:08.562058";"3cec07e9ba5f5bb252d13f5f431e4bbb";1;1;1
248;"Rito Pu Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:19:18.399999";"621bf66ddb7c962aa0d22ac97d69b793";1;1;1
249;"Afabubo f. Unip Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:19:24.631838";"077e29b11be80ab57e1a2ecabb7da330";1;1;1
250;"Boru- Buty Unip.Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:19:32.554741";"6c9882bbac1c7093bd25041881277658";1;1;1
251;"Aitemalau Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:19:39.177727";"19f3cd308f1455b3fa09a282e0d496f4";1;1;1
252;"Terra Livre Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:19:45.001384";"03c6b06952c750899bb03d998e631860";1;1;1
253;"Toba Beidasi Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:19:50.887914";"c24cd76e1ce41366a4bbe8a49b02a028";1;1;1
254;"Shangai Construction Group Co.,Ltd";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:19:58.972784";"c52f1bd66cc19d05628bd8bf27af3ad6";1;1;1
255;"CINA WU YI CO.LTD";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:20:22.512342";"fe131d7f5a6b38b23cc967316c13dae2";1;1;1
256;"CBMI Construction Co. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:20:30.861797";"f718499c1c8cef6730f9fd03c8125cab";1;1;1
257;"Chongqing Roads Engineering";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:20:48.984672";"d96409bf894217686ba124d7356686c9";1;1;1
258;"Sinohidro corporation limited";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:21:31.085931";"502e4a16930e414107ee22b6198c578f";1;1;1
259;"Co. Cactus Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:21:36.748538";"cfa0860e83a4c3a763a7e62d825349f7";1;1;1
260;"Hamutuk Unipessoal, Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:21:42.765277";"a4f23670e1833f3fdb077ca70bbd5d66";1;1;1
261;"Colimeta Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:21:56.235700";"b1a59b315fc9a3002ce38bbe070ec3f5";1;1;1
262;"Wingstone Const. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:22:14.110296";"36660e59856b4de58a219bcf4e27eba3";1;1;1
263;"PT. Putra Mas Pratama";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:22:23.593501";"8c19f571e251e61cb8dd3612f26d5ecf";1;1;1
264;"Consorcio Alkafer .Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:22:33.842500";"d6baf65e0b240ce177cf70da146c8dc8";1;1;1
265;"ADP Unipessoal LDA (Timor-Leste)";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:22:48.793114";"e56954b4f6347e897f954495eab16a88";1;1;1
266;"Engidro Engineering Solutions, Lda (Portugal)";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:22:58.903090";"f7664060cc52bc6f3d620bcedc94a4b6";1;1;1
267;"Delta Mola Unip,lda";"";"";"";"";"";"";"";"";"";"";1;"2023-04-25 17:23:08.174399";"eda80a3d5b344bc40f3bc04f65b7a357";1;1;1
268;"Aisel Girasol Unip. Lda.";"";"";"";"";"";"";"Nacional";"";"";"";1;"2023-05-15 07:33:58.358654";"8f121ce07d74717e0b1f21d122e04521";1;6;0
269;"Auto Timor Leste Lda.";"";"";"";"";"";"";"Nacional";"";"";"";1;"2023-05-17 01:34:34.078028";"06138bc5af6023646ede0e1f7c1eac75";1;6;0
270;"2MIL2 Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-26 06:31:23.891841";"39059724f73a9969845dfe4146c5660e";1;1;1
271;"A Voz de Suara Timor Lorosae Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-26 06:31:34.304749";"7f100b7b36092fb9b06dfb4fac360931";1;1;1
272;"Aisel Girasol Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-26 06:31:46.479294";"7a614fd06c325499f1680b9896beedeb";1;1;1
273;"Aitula Fuel Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-26 07:41:34.694073";"4734ba6f3de83d861c3176a6273cac6d";1;1;1
274;"Apirey Conquistar Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-26 07:41:46.933246";"d947bf06a885db0d477d707121934ff8";1;1;1
275;"Arfak Technology Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-26 07:42:23.132621";"63923f49e5241343aa7acb6a06a751e7";1;1;1
276;"Arlindo Sequeira Enin";"";"";"";"";"";"";"";"";"";"";1;"2023-05-26 08:12:09.830709";"db8e1af0cb3aca1ae2d0018624204529";1;1;1
277;"Barra Agencia Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-26 08:12:19.063172";"20f07591c6fcb220ffe637cda29bb3f6";1;1;1
278;"Borala Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-26 08:12:27.977315";"07cdfd23373b17c6b337251c22b7ea57";1;1;1
279;"Brongel Travel Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-26 08:12:38.307427";"d395771085aab05244a4fb8fd91bf4ee";1;1;1
280;"Business Media Group Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-26 08:12:57.471058";"92c8c96e4c37100777c7190b76d28233";1;1;1
281;"Cofi Agencia Tour & Travel Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-26 08:13:17.751343";"e3796ae838835da0b6f6ea37bcf8bcb7";1;1;1
282;"Corola Collection Oldshop Enin";"";"";"";"";"";"";"";"";"";"";1;"2023-05-26 08:13:29.944982";"6a9aeddfc689c1d0e3b9ccc3ab651bc5";1;1;1
283;"Carola Collection Olshop Enin.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-26 09:39:47.888380";"0f49c89d1e7298bb9930789c8ed59d48";1;1;1
284;"Dili Development Company Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-26 09:40:28.578054";"46ba9f2a6976570b0353203ec4474217";1;1;1
285;"Divita Newspaper (Dili Post) Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-26 09:41:16.216542";"0e01938fc48a2cfb5f2217fbfb00722d";1;1;1
286;"Dolphin Enterprise Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-26 09:41:36.985109";"16a5cdae362b8d27a1d8f8c7b78b4330";1;1;1
287;"Duo Mr Redondaaparel 17 Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-27 06:27:59.473298";"918317b57931b6b7a7d29490fe5ec9f9";1;1;1
288;"Eljaguna Brother Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-27 06:28:36.143671";"48aedb8880cab8c45637abc7493ecddd";1;1;1
289;"Elnusa Verde Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-27 06:28:48.511238";"839ab46820b524afda05122893c2fe8e";1;1;1
290;"Ertika Modiste Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-27 08:39:56.533427";"f90f2aca5c640289d0a29417bcb63a37";1;1;1
291;"Felicita Timor Indah Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-27 08:40:09.734900";"9c838d2e45b2ad1094d42f4ef36764f6";1;1;1
292;"Flaniflavio Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-27 08:40:19.468157";"1700002963a49da13542e0726b7bb758";1;1;1
293;"Gardamor Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-27 08:40:29.965804";"53c3bce66e43be4f209556518c2fcb54";1;1;1
294;"GMN-Grupo de Media Nacional S. A.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-28 02:22:37.098207";"6883966fd8f918a4aa29be29d2c386fb";1;1;1
295;"Goll Mone Koen Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-28 02:24:24.428759";"49182f81e6a13cf5eaa496d51fea6406";1;1;1
296;"Grace For Development";"";"";"";"";"";"";"";"";"";"";1;"2023-05-28 02:24:35.153111";"d296c101daa88a51f6ca8cfc1ac79b50";1;1;1
297;"Rivio Construction Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-28 04:08:03.323203";"9fd81843ad7f202f26c1a174c7357585";1;1;1
298;"Delta Dini Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-28 04:28:35.074222";"26e359e83860db1d11b6acca57d8ea88";1;1;1
299;"Kuilelo Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-28 04:35:33.404714";"ef0d3930a7b6c95bd2b32ed45989c61f";1;1;1
300;"Lizi Construction Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-28 04:39:49.270464";"94f6d7e04a4d452035300f18b984988c";1;1;1
301;"Vicencia Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-28 04:52:23.699828";"34ed066df378efacc9b924ec161e7639";1;1;1
302;"Vilagem Construction Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-28 04:55:40.148812";"577bcc914f9e55d5e4e4f82f9f00e7d4";1;1;1
303;"Phiefil-Pietama Furak Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-28 06:05:06.585423";"11b9842e0a271ff252c1903e7132cd68";1;1;1
304;"Golden Star Restraurant Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-28 08:21:25.685730";"37bc2f75bf1bcfe8450a1a41c200364c";1;1;1
305;"Green PZZ Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-28 08:34:03.152905";"496e05e1aea0a9c4655800e8a7b9ea28";1;1;1
306;"Heranty Motor Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-28 08:41:52.343926";"b2eb7349035754953b57a32e2841bda5";1;1;1
307;"Ideal Computer Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-28 08:53:54.138858";"8e98d81f8217304975ccb23337bb5761";1;1;1
308;"Jenic Enterprises Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-28 08:57:30.224785";"a8c88a0055f636e4a163a5e3d16adab7";1;1;1
309;"Jornal Independente Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-28 09:11:27.008740";"eddea82ad2755b24c4e168c5fc2ebd40";1;1;1
310;"Kinos Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-28 09:30:34.554449";"06eb61b839a0cefee4967c67ccb099dc";1;1;1
