"id";"start_lat";"start_lng";"end_lat";"end_lng";"administrativepost_id";"aldeia_id";"municipality_id";"project_id";"village_id"
640;"-8.758210235";"126.6726258";"";"";0;0;12;640;0
641;"-8.883413867";"126.3770105";"";"";61;0;12;641;424
642;"-8.943337548";"126.1048039";"";"";57;0;12;642;0
643;"-8.910550152";"126.2849614";"";"";61;0;12;643;422
644;"-8.538232895";"126.1632789";"";"";50;0;10;644;353
645;"-8.514341";"126.01953";"";"";47;0;10;645;336
646;"-8.538348";"126.168336";"";"";49;0;10;646;349
647;"-8.553912";"125.973685";"";"";47;0;10;647;339
648;"-8.538638";"126.175678";"";"";50;0;10;648;353
649;"-8.611847607";"125.6602783";"";"";4;0;1;649;26
650;"-8.550249";"125.976684";"";"";47;0;10;650;339
651;"-8.996867481";"125.5052188";"";"";5;0;2;651;36
652;"-8.996867481";"125.5052188";"";"";5;0;2;652;34
653;"-9.120016186";"125.5436247";"";"";5;0;2;653;39
654;"-8.984772761";"125.4964007";"";"";5;0;2;654;34
655;"-8.594954759";"125.3380721";"";"";44;0;9;655;29
656;"-8.606362804";"125.2109099";"";"";46;0;9;656;335
657;"-8.604808015";"125.286669";"";"";45;0;9;657;324
658;"-8.618974625";"125.1756257";"";"";46;0;9;658;335
659;"-8.630088894";"125.1538635";"";"";46;0;9;659;332
660;"-8.744364515";"125.1325197";"";"";15;0;9;660;114
661;"-8.729032276";"125.4359428";"";"";35;0;7;661;240
662;"-8.761355456";"125.4238346";"";"";35;0;7;662;240
663;"-8.864678538";"125.4254897";"";"";37;0;7;663;269
664;"-8.548020351";"125.5894646";"";"";29;0;6;664;0
665;"-8.864745";"125.957339";"";"";52;0;10;665;362
666;"-8.97295";"125.2224";"";"";17;0;4;666;138
667;"-8.860091738";"126.3653734";"";"";57;0;12;667;0
668;"-8.778570918";"125.3828372";"";"";0;0;7;668;259
669;"-8.867221596";"126.3648582";"";"";57;0;12;669;0
670;"-9.067956457";"125.682897";"";"";51;0;10;670;356
671;"-8.557897";"125.645833";"";"";29;0;6;671;205
672;"-8.570168991";"125.3815141";"";"";44;0;9;672;320
673;"-8.744537";"125.132595";"";"";15;0;4;673;114
674;"-9.063762237";"125.9296086";"";"";53;0;11;674;367
675;"-9.047384683";"125.8452134";"";"";55;0;11;675;0
676;"-8.744835255";"125.1323952";"";"";0;0;14;676;0
677;"-9.133752738";"125.8343061";"";"";17;0;4;677;138
678;"-8.518704";"126.041478";"";"";47;0;10;678;336
679;"-8.60025038";"125.588725";"";"";0;0;1;679;7
680;"";"";"";"";0;0;15;680;0
681;"";"";"";"";0;0;14;681;0
682;"";"";"";"";0;0;14;682;0
683;"-8.97704311";"126.042558";"";"";51;0;10;683;356
684;"-9.13678";"125.56585";"";"";5;0;2;684;39
685;"";"";"";"";35;0;7;685;239
686;"-8.69710104";"125.5381026";"";"";0;0;1;686;0
687;"-8.93447073";"125.5967862";"";"";0;0;2;687;43
688;"-8.930828577";"125.6058841";"";"";0;0;2;688;43
689;"-9.148442317";"125.6867364";"";"";53;0;11;689;367
690;"-9.143956502";"125.6714098";"";"";53;0;11;690;367
691;"-9.071313";"125.205034";"";"";17;0;4;691;142
692;"-9.241062259";"125.1219798";"";"";24;0;5;692;183
693;"-8.722783306";"125.3781766";"";"";35;0;7;693;244
694;"-8.723493246";"125.4245163";"";"";35;0;7;694;244
695;"-8.144835";"125.633515";"";"";28;0;6;695;197
696;"-8.4834833";"126.457815";"";"";10;0;3;696;73
697;"-8.667064857";"126.3695332";"";"";0;0;0;697;0
698;"-8.478883";"126.580538";"";"";10;0;3;698;73
699;"-8.60025038";"125.588725";"";"";0;0;1;699;7
700;"";"";"";"";30;0;6;700;208
701;"-8.589233";" 125.594592";"";"";0;0;6;701;224
702;"";"";"";"";29;0;6;702;199
703;"-8.473154";"126.455286";"";"";0;0;14;703;0
704;"-8.556825";"125.565926";"";"";0;0;6;704;222
705;"";"";"";"";30;0;6;705;0
706;"";"";"";"";0;0;6;706;215
707;"";"";"";"";0;0;6;707;215
708;"-8.588082";"125.578103";"";"";0;0;6;708;215
709;"-8.798224";"125.313986";"";"";0;0;7;709;249
710;"";"";"";"";62;0;13;710;0
711;"-9.451043";"124.301562";"";"";65;0;13;711;449
712;"-8.628864";"125.383441";"";"";44;0;9;712;316
713;"";"";"";"";2;0;1;713;15
714;"-8.657401";"126.416355";"";"";14;0;3;714;0
715;"-9.040192";"125.542802";"";"";55;0;11;715;387
716;"-8.534101";"125.614908";"";"";29;0;6;716;205
717;"-8.567773";"125.583483";"";"";0;0;6;717;215
718;"";"";"";"";16;0;4;718;132
719;"-8.86351";"125.426296";"";"";37;0;7;719;0
720;"-8.882027";"125.432193";"";"";37;0;7;720;267
721;"-8.526453";"126.183996";"";"";13;0;3;721;0
722;"-8.557828";"125.59169";"";"";0;0;6;722;218
723;"-8.732534";"125.168766";"";"";46;0;9;723;0
724;"-8.556423";"125.916452";"";"";49;0;10;724;350
725;"-8.565725";"125.573282";"";"";0;0;6;725;224
726;"-8.936305";"125.629152";"";"";53;0;11;726;371
727;"-8.810774";"125.318571";"";"";0;0;7;727;0
728;"-8.94692387";"126.1104934";"";"";57;0;12;728;0
729;"-8.518339";"126.021108";"";"";47;0;10;729;339
730;"-8.561137557";"125.5721644";"";"";0;0;6;730;222
731;"-8.538921607";"125.5363822";"";"";30;0;6;731;208
732;"-9.090185661";"125.9064129";"";"";55;0;11;732;0
733;"-8.560644407";"125.5457618";"";"";30;0;6;733;208
734;"-8.923729384";"125.1821643";"";"";17;0;4;734;138
735;"-9.314212151";"125.2624775";"";"";21;0;5;735;168
736;"-8.600137";"125.587133";"";"";0;0;6;736;225
737;"-8.548208";"125.589453";"";"";29;0;6;737;0
738;"-8.567685";"125.58328";"";"";29;0;6;738;203
739;"-8.559238";"125.596762";"";"";29;0;6;739;0
740;"-8.545948";"125.681438";"";"";29;0;6;740;204
741;"-8.555742";"125.6529";"";"";29;0;6;741;204
742;"-8.557135";"125.644255";"";"";29;0;6;742;204
743;"-8.605567156";"125.5305076";"";"";30;0;6;743;0
744;"-8.57841352";"125.5439462";"";"";30;0;6;744;0
745;"-8.57372";"126.161006";"";"";50;0;10;745;0
746;"-8.498163289";"126.6765664";"";"";11;0;3;746;80
747;"-8.498163289";"126.6765664";"";"";11;0;3;747;80
748;"-9.03303633";"125.3248278";"";"";16;0;4;748;131
749;"-9.236712062";"125.1446131";"";"";24;0;5;749;183
750;"-8.628414";"125.315761";"";"";45;0;9;750;326
751;"-8.735260429";"126.3709036";"";"";59;0;12;751;0
752;"-8.508212";"126.976221";"";"";41;0;8;752;289
753;"-8.509434";"126.86831";"";"";41;0;8;753;289
754;"";"";"";"";44;0;9;754;320
755;"";"";"";"";55;0;11;755;387
756;"-8.6441";"126.497118";"";"";12;0;3;756;93
757;"-8.904914";"125.211839";"";"";17;0;4;757;125
758;"-8.545972";"125.681432";"";"";29;0;6;758;204
759;"-9.146767";"125.54376";"";"";5;0;2;759;39
760;"-8.536617";"125.7072202";"";"";29;0;6;760;204
761;"-8.801572";"125.153429";"";"";15;0;4;761;0
762;"-8.561756";"125.646001";"";"";29;0;6;762;204
763;"";"";"";"";53;0;11;763;367
764;"";"";"";"";47;0;10;764;336
765;"-8.961876";"125.222191";"";"";17;0;4;765;140
766;"";"";"";"";61;0;12;766;426
767;"";"";"";"";19;0;4;767;157
768;"";"";"";"";12;0;3;768;98
769;"";"";"";"";52;0;10;769;0
770;"";"";"";"";22;0;5;770;170
771;"-8.574282";"125.583522";"";"";0;0;6;771;215
772;"";"";"";"";12;0;3;772;98
773;"";"";"";"";29;0;6;773;208
774;"";"";"";"";30;0;6;774;208
775;"";"";"";"";29;0;6;775;204
776;"-8.876823";"125.25829";"";"";18;0;4;776;148
777;"";"";"";"";11;0;3;777;77
778;"";"";"";"";0;0;1;778;0
779;"";"";"";"";52;0;10;779;365
780;"";"";"";"";21;0;5;780;164
781;"";"";"";"";0;0;12;781;61
782;"";"";"";"";0;0;6;782;222
783;"";"";"";"";38;0;7;783;275
784;"";"";"";"";0;0;1;784;0
785;"";"";"";"";46;0;9;785;332
786;"";"";"";"";53;0;11;786;372
787;"";"";"";"";10;0;3;787;64
788;"";"";"";"";57;0;12;788;398
789;"";"";"";"";49;0;10;789;350
790;"";"";"";"";59;0;12;790;406
791;"";"";"";"";61;0;12;791;426
792;"";"";"";"";16;0;4;792;125
793;"";"";"";"";54;0;11;793;375
794;"";"";"";"";17;0;4;794;140
795;"";"";"";"";8;0;2;795;53
796;"";"";"";"";30;0;6;796;208
797;"-8.667527";"126.747833";"";"";39;0;8;797;0
798;"";"";"";"";39;0;8;798;0
799;"";"";"";"";39;0;8;799;0
800;"";"";"";"";0;0;0;800;0
801;"";"";"";"";0;0;14;801;0
802;"";"";"";"";43;0;8;802;304
803;"";"";"";"";30;0;6;803;208
804;"";"";"";"";53;0;11;804;371
805;"-8.676644";"125.55058";"";"";2;0;1;805;14
806;"";"";"";"";23;0;5;806;179
807;"";"";"";"";53;0;11;807;368
808;"";"";"";"";30;0;6;808;0
809;"";"";"";"";14;0;3;809;0
810;"";"";"";"";21;0;5;810;164
811;"";"";"";"";27;0;5;811;190
812;"";"";"";"";21;0;5;812;166
813;"";"";"";"";23;0;5;813;0
814;"";"";"";"";22;0;5;814;172
815;"";"";"";"";27;0;5;815;190
816;"";"";"";"";55;0;11;816;387
817;"";"";"";"";0;0;6;817;221
818;"";"";"";"";29;0;6;818;204
819;"";"";"";"";44;0;6;819;320
820;"";"";"";"";44;0;9;820;320
821;"";"";"";"";45;0;9;821;320
822;"-8.574268";"125.471926";"";"";44;0;9;822;320
823;"";"";"";"";0;0;14;823;0
824;"";"";"";"";0;0;14;824;0
825;"";"";"";"";0;0;14;825;0
826;"";"";"";"";0;0;14;826;0
827;"";"";"";"";0;0;14;827;0
828;"";"";"";"";0;0;14;828;0
829;"";"";"";"";0;0;6;829;0
830;"";"";"";"";0;0;6;830;224
831;"";"";"";"";29;0;6;831;205
832;"";"";"";"";29;0;6;832;205
833;"";"";"";"";30;0;6;833;208
834;"";"";"";"";30;0;6;834;208
835;"";"";"";"";30;0;6;835;0
836;"";"";"";"";30;0;6;836;0
837;"";"";"";"";28;0;6;837;198
838;"";"";"";"";28;0;6;838;194
839;"";"";"";"";0;0;6;839;215
840;"";"";"";"";29;0;6;840;200
841;"";"";"";"";42;0;8;841;0
842;"";"";"";"";41;0;8;842;0
843;"";"";"";"";41;0;8;843;0
844;"";"";"";"";42;0;8;844;301
845;"";"";"";"";39;0;8;845;0
846;"";"";"";"";17;0;4;846;120
847;"";"";"";"";16;0;4;847;127
848;"";"";"";"";0;0;12;848;418
849;"";"";"";"";59;0;12;849;407
850;"";"";"";"";9;0;3;850;61
851;"";"";"";"";59;0;12;851;407
852;"";"";"";"";48;0;10;852;343
853;"";"";"";"";0;0;14;853;0
854;"";"";"";"";0;0;14;854;0
855;"";"";"";"";0;0;14;855;0
856;"";"";"";"";0;0;14;856;0
857;"";"";"";"";0;0;14;857;0
858;"";"";"";"";0;0;14;858;0
859;"";"";"";"";0;0;14;859;0
860;"";"";"";"";0;0;14;860;0
861;"";"";"";"";0;0;14;861;0
862;"";"";"";"";0;0;14;862;0
863;"";"";"";"";0;0;14;863;0
864;"";"";"";"";0;0;14;864;0
865;"";"";"";"";29;0;6;865;204
866;"";"";"";"";0;0;14;866;0
867;"";"";"";"";0;0;14;867;0
868;"";"";"";"";0;0;0;868;0
869;"-8.747";"126.4279";"";"";59;0;12;869;413
870;"-8.8739";"126.50742";"";"";59;0;12;870;413
871;"";"";"";"";59;0;12;871;413
872;"";"";"";"";59;0;12;872;413
873;"-8.72121";"126.4511";"";"";59;0;12;873;413
874;"";"";"";"";59;0;12;874;413
875;"";"";"";"";29;0;6;875;200
876;"";"";"";"";44;0;9;876;320
877;"";"";"";"";9;0;3;877;64
878;"";"";"";"";0;0;12;878;402
879;"";"";"";"";57;0;12;879;0
880;"";"";"";"";30;0;6;880;0
881;"";"";"";"";30;0;6;881;208
882;"";"";"";"";53;0;11;882;372
883;"";"";"";"";0;0;1;883;20
884;"";"";"";"";46;0;9;884;0
885;"";"";"";"";38;0;7;885;0
886;"";"";"";"";21;0;5;886;168
887;"";"";"";"";59;0;12;887;407
888;"";"";"";"";0;0;12;888;61
889;"";"";"";"";49;0;10;889;348
890;"";"";"";"";20;0;4;890;160
891;"";"";"";"";34;0;7;891;227
892;"";"";"";"";0;0;6;892;216
893;"";"";"";"";30;0;6;893;208
894;"";"";"";"";17;0;4;894;0
895;"";"";"";"";0;0;12;895;404
896;"";"";"";"";37;0;7;896;269
897;"";"";"";"";0;0;6;897;220
898;"";"";"";"";0;0;6;898;220
899;"";"";"";"";29;0;6;899;200
900;"";"";"";"";61;0;12;900;424
901;"";"";"";"";48;0;10;901;342
902;"";"";"";"";21;0;5;902;164
903;"";"";"";"";29;0;6;903;202
904;"";"";"";"";5;0;2;904;34
905;"";"";"";"";29;0;6;905;0
906;"";"";"";"";0;0;6;906;223
907;"";"";"";"";0;0;6;907;0
908;"";"";"";"";0;0;14;908;0
909;"";"";"";"";7;0;2;909;46
910;"";"";"";"";44;0;9;910;320
911;"";"";"";"";35;0;7;911;240
912;"";"";"";"";0;0;7;912;254
913;"";"";"";"";38;0;7;913;271
914;"";"";"";"";35;0;7;914;243
915;"";"";"";"";37;0;7;915;268
916;"";"";"";"";37;0;7;916;268
917;"";"";"";"";44;0;9;917;320
918;"";"";"";"";0;0;6;918;225
919;"";"";"";"";0;0;1;919;0
920;"";"";"";"";0;0;1;920;19
921;"";"";"";"";11;0;3;921;77
922;"";"";"";"";52;0;10;922;0
923;"";"";"";"";49;0;10;923;351
924;"";"";"";"";55;0;11;924;387
925;"";"";"";"";54;0;11;925;382
926;"";"";"";"";0;0;12;926;0
927;"";"";"";"";0;0;12;927;402
928;"";"";"";"";61;0;12;928;426
929;"";"";"";"";19;0;4;929;152
930;"";"";"";"";40;0;8;930;285
931;"";"";"";"";0;0;0;931;0
932;"";"";"";"";15;0;4;932;0
933;"";"";"";"";12;0;3;933;87
934;"";"";"";"";55;0;11;934;387
935;"";"";"";"";10;0;3;935;69
936;"";"";"";"";0;0;12;936;417
937;"";"";"";"";31;0;6;937;0
938;"";"";"";"";4;0;1;938;0
939;"";"";"";"";31;0;6;939;0
940;"";"";"";"";17;0;4;940;140
941;"";"";"";"";10;0;3;941;64
942;"";"";"";"";35;0;7;942;239
943;"";"";"";"";43;0;8;943;304
944;"";"";"";"";0;0;6;944;223
945;"";"";"";"";0;0;6;945;223
946;"";"";"";"";16;0;4;946;135
947;"";"";"";"";35;0;7;947;239
948;"";"";"";"";51;0;10;948;356
949;"";"";"";"";53;0;11;949;367
950;"";"";"";"";0;0;14;950;0
951;"";"";"";"";0;0;0;951;0
952;"";"";"";"";0;0;14;952;0
953;"";"";"";"";0;0;14;953;0
954;"";"";"";"";30;0;6;954;208
955;"";"";"";"";22;0;5;955;171
956;"";"";"";"";22;0;5;956;174
957;"";"";"";"";22;0;5;957;174
958;"-8.72213";"125.57148";"";"";0;0;1;958;1
959;"-8.697178";"125.53808";"";"";0;0;1;959;0
960;"-8.707332";"125.53675";"";"";0;0;1;960;0
961;"-8.716063";"125.52129";"";"";0;0;1;961;0
962;"-8.71877";"125.52328";"";"";0;0;1;962;0
963;"-8.797366";"125.52683";"";"";0;0;1;963;0
964;"-9.109642";"125.663989";"";"";8;0;2;964;0
965;"-9.125747";"125.659442";"";"";8;0;2;965;0
966;"-9.109383";"125.664008";"";"";8;0;2;966;0
967;"";"";"";"";8;0;2;967;0
968;"";"";"";"";7;0;2;968;46
969;"";"";"";"";7;0;2;969;0
970;"";"";"";"";7;0;2;970;0
971;"";"";"";"";53;0;11;971;374
972;"";"";"";"";51;0;10;972;0
973;"-8.541547";"125.974012";"";"";47;0;10;973;339
974;"";"";"";"";51;0;10;974;356
975;"-8.54472865";"125.5447556";"";"";45;0;9;975;323
976;"";"";"";"";12;0;3;976;98
977;"";"";"";"";12;0;3;977;86
978;"";"";"";"";11;0;3;978;76
979;"";"";"";"";12;0;3;979;98
980;"";"";"";"";14;0;3;980;0
981;"";"";"";"";14;0;3;981;0
982;"";"";"";"";14;0;3;982;0
983;"";"";"";"";12;0;3;983;90
984;"";"";"";"";12;0;3;984;84
985;"";"";"";"";12;0;3;985;84
986;"";"";"";"";10;0;3;986;73
987;"";"";"";"";10;0;3;987;73
988;"";"";"";"";12;0;3;988;84
989;"-8.87633";"125.24661";"";"";18;0;4;989;148
990;"-8.876999";"125.269788";"";"";18;0;4;990;148
991;"-9.092008";"125.19707";"";"";17;0;4;991;142
992;"-8.5958548";"125.1936381";"";"";16;0;4;992;133
993;"-9.251311";"125.194394";"";"";16;0;4;993;0
994;"-9.237073";"125.1914878";"";"";16;0;4;994;133
995;"-9.065679";"125.3357";"";"";16;0;4;995;132
996;"-9.140698";"125.2086";"";"";19;0;4;996;151
997;"";"";"";"";16;0;4;997;135
998;"-8.782208";"125.101784";"";"";15;0;4;998;114
999;"";"";"";"";16;0;4;999;135
1000;"";"";"";"";18;0;4;1000;0
1001;"";"";"";"";16;0;4;1001;125
1002;"";"";"";"";15;0;4;1002;0
1003;"";"";"";"";15;0;4;1003;0
1004;"";"";"";"";15;0;4;1004;0
1005;"";"";"";"";15;0;4;1005;0
1006;"";"";"";"";15;0;4;1006;0
1007;"";"";"";"";15;0;4;1007;0
1008;"";"";"";"";15;0;4;1008;0
1009;"";"";"";"";15;0;4;1009;0
1010;"";"";"";"";15;0;4;1010;0
1011;"-9.287934";"125.19673";"";"";27;0;5;1011;192
1012;"";"";"";"";24;0;5;1012;183
1013;"";"";"";"";24;0;5;1013;183
1014;"-8.7925";"125.3438";"";"";0;0;7;1014;259
1015;"-8.7134";"125.4333";"";"";35;0;7;1015;242
1016;"";"";"";"";35;0;7;1016;244
1017;"";"";"";"";37;0;7;1017;269
1018;"";"";"";"";35;0;7;1018;246
1019;"-8.673310358";"125.4411951";"";"";38;0;7;1019;276
1020;"";"";"";"";0;0;7;1020;0
1021;"-8.7834";"125.374675";"";"";0;0;7;1021;0
1022;"";"";"";"";37;0;7;1022;263
1023;"";"";"";"";0;0;7;1023;0
1024;"";"";"";"";41;0;8;1024;295
1025;"-8.494551";"126.993145";"";"";41;0;8;1025;292
1026;"";"";"";"";41;0;8;1026;295
1027;"-8.49886";"127.000142";"";"";41;0;8;1027;292
1028;"-8.698382";"126.820213";"";"";39;0;8;1028;0
1029;"-8.69845";"126.807758";"";"";39;0;8;1029;0
1030;"-8.686946";"126.765234";"";"";39;0;8;1030;0
1031;"";"";"";"";41;0;8;1031;0
1032;"";"";"";"";41;0;8;1032;0
1033;"-8.62841227";"125.3157598";"";"";45;0;9;1033;324
1034;"";"";"";"";46;0;9;1034;0
1035;"";"";"";"";28;0;6;1035;0
1036;"";"";"";"";28;0;6;1036;0
1037;"";"";"";"";28;0;6;1037;197
1038;"-8.2711";"125.5929";"";"";28;0;6;1038;197
1039;"";"";"";"";30;0;6;1039;0
1040;"";"";"";"";59;0;12;1040;0
1041;"-8.750903";"126.34431";"";"";59;0;12;1041;0
1042;"";"";"";"";59;0;12;1042;0
1043;"";"";"";"";0;0;6;1043;215
1044;"";"";"";"";30;0;6;1044;208
1045;"";"";"";"";30;0;6;1045;208
1046;"";"";"";"";0;0;14;1046;0
1047;"";"";"";"";55;0;11;1047;0
1048;"";"";"";"";44;0;9;1048;29
1049;"";"";"";"";19;0;4;1049;152
1050;"";"";"";"";0;0;6;1050;222
1051;"";"";"";"";10;0;3;1051;73
1052;"";"";"";"";61;0;12;1052;424
1053;"";"";"";"";37;0;7;1053;0
1054;"";"";"";"";37;0;7;1054;268
1055;"";"";"";"";0;0;15;1055;0
1056;"";"";"";"";29;0;6;1056;200
1057;"";"";"";"";30;0;6;1057;0
1058;"";"";"";"";7;0;2;1058;51
1059;"-9.295968";"125.23961";"";"";27;0;5;1059;0
1060;"";"";"";"";59;0;12;1060;407
1061;"";"";"";"";57;0;12;1061;0
1062;"";"";"";"";29;0;6;1062;200
1063;"";"";"";"";29;0;6;1063;202
1064;"-8.5536";"125.511703";"";"";30;0;6;1064;208
1065;"";"";"";"";0;0;12;1065;61
1066;"";"";"";"";49;0;10;1066;350
1067;"";"";"";"";4;0;1;1067;26
1068;"";"";"";"";30;0;6;1068;208
1069;"";"";"";"";55;0;11;1069;387
1070;"";"";"";"";17;0;4;1070;140
1071;"";"";"";"";17;0;4;1071;140
1072;"";"";"";"";4;0;1;1072;0
1073;"";"";"";"";55;0;11;1073;387
1074;"";"";"";"";17;0;4;1074;139
1075;"";"";"";"";44;0;9;1075;320
1076;"";"";"";"";30;0;6;1076;208
1077;"";"";"";"";44;0;9;1077;320
1078;"";"";"";"";0;0;0;1078;0
1079;"";"";"";"";29;0;6;1079;204
1080;"";"";"";"";47;0;10;1080;336
1081;"";"";"";"";5;0;2;1081;39
1082;"";"";"";"";30;0;6;1082;0
1083;"";"";"";"";23;0;5;1083;178
1084;"";"";"";"";0;0;1;1084;1
1085;"";"";"";"";16;0;4;1085;0
1086;"";"";"";"";30;0;6;1086;208
1087;"";"";"";"";43;0;8;1087;312
1088;"";"";"";"";0;0;6;1088;222
1089;"";"";"";"";0;0;12;1089;61
1090;"";"";"";"";57;0;12;1090;0
1091;"";"";"";"";9;0;3;1091;64
1092;"";"";"";"";0;0;0;1092;0
1093;"";"";"";"";38;0;7;1093;0
1094;"";"";"";"";46;0;9;1094;332
1095;"";"";"";"";53;0;11;1095;372
1096;"";"";"";"";0;0;14;1096;0
1097;"";"";"";"";10;0;3;1097;73
1098;"";"";"";"";7;0;2;1098;51
1099;"";"";"";"";0;0;6;1099;220
1100;"";"";"";"";0;0;6;1100;220
1101;"";"";"";"";12;0;3;1101;85
1102;"";"";"";"";11;0;3;1102;76
1103;"";"";"";"";0;0;0;1103;0
1104;"";"";"";"";17;0;4;1104;140
1105;"";"";"";"";43;0;8;1105;304
1106;"";"";"";"";41;0;8;1106;287
1107;"";"";"";"";0;0;6;1107;0
1108;"";"";"";"";0;0;0;1108;0
1109;"";"";"";"";0;0;6;1109;0
1110;"";"";"";"";43;0;8;1110;304
1111;"";"";"";"";0;0;12;1111;98
1112;"";"";"";"";0;0;0;1112;0
1113;"";"";"";"";0;0;0;1113;0
1114;"";"";"";"";0;0;0;1114;0
1115;"-8.877844281";"125.5315574";"";"";0;0;2;1115;0
1116;"";"";"";"";0;0;0;1116;0
1117;"";"";"";"";0;0;0;1117;0
1118;"";"";"";"";0;0;0;1118;0
1119;"";"";"";"";0;0;0;1119;0
1120;"";"";"";"";0;0;0;1120;0
1121;"";"";"";"";0;0;0;1121;0
1122;"";"";"";"";0;0;0;1122;0
1123;"";"";"";"";0;0;0;1123;0
1124;"";"";"";"";0;0;0;1124;0
1125;"";"";"";"";0;0;0;1125;0
1126;"";"";"";"";0;0;0;1126;0
1127;"";"";"";"";0;0;0;1127;0
1128;"";"";"";"";0;0;0;1128;0
1129;"";"";"";"";0;0;0;1129;0
1130;"";"";"";"";0;0;0;1130;0
1131;"";"";"";"";0;0;0;1131;0
1132;"";"";"";"";0;0;0;1132;0
1133;"";"";"";"";0;0;0;1133;0
1134;"";"";"";"";0;0;0;1134;0
1135;"";"";"";"";0;0;0;1135;0
1136;"";"";"";"";0;0;0;1136;0
1137;"";"";"";"";0;0;0;1137;0
1138;"";"";"";"";0;0;0;1138;0
1139;"";"";"";"";0;0;0;1139;0
1140;"";"";"";"";0;0;0;1140;0
1141;"";"";"";"";0;0;0;1141;0
1142;"";"";"";"";0;0;0;1142;0
1143;"";"";"";"";0;0;0;1143;0
1144;"";"";"";"";0;0;0;1144;0
1145;"";"";"";"";0;0;0;1145;0
1146;"";"";"";"";0;0;0;1146;0
1147;"";"";"";"";0;0;0;1147;0
1148;"";"";"";"";0;0;0;1148;0
1149;"";"";"";"";0;0;0;1149;0
1150;"";"";"";"";0;0;0;1150;0
1151;"";"";"";"";0;0;0;1151;0
1152;"";"";"";"";0;0;0;1152;0
1153;"";"";"";"";0;0;0;1153;0
1154;"";"";"";"";0;0;0;1154;0
1155;"";"";"";"";0;0;0;1155;0
1156;"";"";"";"";0;0;0;1156;0
1157;"";"";"";"";0;0;0;1157;0
1158;"";"";"";"";0;0;0;1158;0
1159;"";"";"";"";0;0;0;1159;0
1160;"";"";"";"";0;0;0;1160;0
1161;"";"";"";"";0;0;0;1161;0
1162;"";"";"";"";0;0;0;1162;0
1163;"";"";"";"";0;0;0;1163;0
1165;"";"";"";"";33;0;6;1165;226
1166;"";"";"";"";0;0;8;1166;0
1167;"";"";"";"";0;0;4;1167;0
1168;"";"";"";"";0;0;1;1168;0
1169;"";"";"";"";0;0;1;1169;0
1170;"";"";"";"";0;0;8;1170;0
1171;"";"";"";"";0;0;0;1171;0
1172;"";"";"";"";0;0;0;1172;0
1173;"";"";"";"";0;0;0;1173;0
1174;"";"";"";"";0;0;0;1174;0
1175;"";"";"";"";0;0;0;1175;0
1176;"";"";"";"";0;0;0;1176;0
1177;"";"";"";"";0;0;0;1177;0
1178;"";"";"";"";0;0;5;1178;0
1179;"";"";"";"";0;0;5;1179;0
1180;"";"";"";"";0;0;2;1180;0
1181;"";"";"";"";0;0;9;1181;0
1182;"";"";"";"";0;0;2;1182;0
1183;"";"";"";"";0;0;12;1183;0
1184;"";"";"";"";0;0;0;1184;0
1185;"";"";"";"";0;0;0;1185;0
1186;"";"";"";"";0;0;3;1186;0
1187;"";"";"";"";0;0;0;1187;0
1188;"";"";"";"";0;0;0;1188;0
1189;"";"";"";"";0;0;0;1189;0
1190;"";"";"";"";0;0;11;1190;0
1191;"";"";"";"";0;0;0;1191;0
1192;"";"";"";"";0;0;2;1192;0
1193;"";"";"";"";0;0;0;1193;0
1194;"";"";"";"";0;0;0;1194;0
1195;"";"";"";"";0;0;0;1195;0
1196;"";"";"";"";0;0;0;1196;0
1197;"";"";"";"";0;0;0;1197;0
1198;"";"";"";"";0;0;0;1198;0
1199;"";"";"";"";0;0;0;1199;0
1200;"";"";"";"";0;0;0;1200;0
1201;"";"";"";"";0;0;0;1201;0
1202;"";"";"";"";0;0;0;1202;0
1203;"";"";"";"";0;0;0;1203;0
1204;"";"";"";"";0;0;0;1204;0
1205;"";"";"";"";0;0;0;1205;0
1206;"";"";"";"";0;0;0;1206;0
1207;"-8.779422272";"125.5574183";"";"";0;0;0;1207;0
1208;"";"";"";"";0;0;0;1208;0
1209;"";"";"";"";0;0;0;1209;0
1210;"";"";"";"";0;0;0;1210;0
1211;"";"";"";"";0;0;0;1211;0
1212;"";"";"";"";0;0;0;1212;0
1213;"";"";"";"";0;0;0;1213;0
1214;"";"";"";"";0;0;0;1214;0
1215;"";"";"";"";0;0;0;1215;0
1216;"";"";"";"";0;0;0;1216;0
1217;"";"";"";"";0;0;0;1217;0
1219;"";"";"";"";0;0;0;1219;0
1220;"";"";"";"";0;0;0;1220;0
1231;"";"";"";"";0;0;0;1231;0
1232;"";"";"";"";0;0;0;1232;0
1233;"";"";"";"";0;0;0;1233;0
1235;"";"";"";"";0;0;0;1235;0
1237;"";"";"";"";0;0;0;1237;0
1238;"";"";"";"";0;0;0;1238;0
1239;"";"";"";"";0;0;0;1239;0
1240;"";"";"";"";0;0;0;1240;0
1241;"";"";"";"";0;0;0;1241;0
1242;"";"";"";"";0;0;0;1242;0
1243;"";"";"";"";0;0;0;1243;0
1245;"";"";"";"";0;0;0;1245;0
1250;"";"";"";"";0;0;0;1250;0
1252;"";"";"";"";0;0;0;1252;0
1253;"";"";"";"";0;0;0;1253;0
1254;"";"";"";"";0;0;0;1254;0
1255;"";"";"";"";0;0;0;1255;0
1256;"";"";"";"";0;0;0;1256;0
